"Data","Lançamento","Categoria","Tipo","Valor"
"13/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 87,06"
"13/08/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,96"
"13/08/2024","Pague Menos            Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 144,99"
"12/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 78,30"
"11/08/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 23,73"
"11/08/2024","Carrefour Boulevar     Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 12,21"
"11/08/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 7,17"
"10/08/2024","Ifd*jcf Alimentos Ltda Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 67,39"
"09/08/2024","Nazario                Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 7,00"
"09/08/2024","Amazon Br              Sao Paulo     Bra","VESTUARIO","Compra à vista","R$ 38,97"
"08/08/2024","Ifd*mi Madre Tatuape L Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 44,50"
"08/08/2024","Antoniocarlosjose      Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 18,00"
"08/08/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 47,79"
"07/08/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 4,35"
"07/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 173,99"
"06/08/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 48,79"
"05/08/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 13,98"
"05/08/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 11,18"
"05/08/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 3,05"
"05/08/2024","Pague Menos            Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 210,66"
"05/08/2024","Acj Chocolateria Ltda  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 25,50"
"05/08/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 34,88"
"05/08/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 2.208,31"
"04/08/2024","Ifd*dgb Restaurante Lt Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 39,90"
"03/08/2024","Ifd*animax Fast-food E Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 63,79"
"03/08/2024","Ifd*pitaya Delivery E  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 80,70"
"02/08/2024","Amazonprimebr          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 19,90"
"02/08/2024","Caristo Farma Drogaria Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 18,99"
"02/08/2024","Google Wm Max Llc      Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 51,50"
"02/08/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 11,00"
"02/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 61,78"
"01/08/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 81,17"
"01/08/2024","Gol Linhas Aereas S.a. Rio           Bra","VIAGEM","Compra à vista","R$ 145,00"
"01/08/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 12,00"
"01/08/2024","Atmosfera              Salvador      Bra","RESTAURANTES","Compra à vista","R$ 10,00"
"01/08/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 46,01"
"29/07/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 29,92"
"29/07/2024","Pag*raiadrogasilsa     Lauro De Frei Bra","DROGARIA","Compra à vista","R$ 137,84"
"29/07/2024","Sms Estacionamentos E  Salvador      Bra","TRANSPORTE","Compra à vista","R$ 12,00"
"27/07/2024","Kfc                    Salvador      Bra","RESTAURANTES","Compra à vista","R$ 34,80"
"27/07/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 48,93"
"27/07/2024","Alphafarma Drogaria    Camacari      Bra","DROGARIA","Compra à vista","R$ 45,90"
"27/07/2024","Novo Mix Atacado De Al Camacari      Bra","COMPRAS","Compra à vista","R$ 31,98"
"23/07/2024","Novo Mix Atacado De Al Camacari      Bra","COMPRAS","Compra à vista","R$ 25,98"
"21/07/2024","Pba Parque Shopping Ba Lauro De Frei Bra","RESTAURANTES","Compra à vista","R$ 111,60"
"19/07/2024","Pag*raiadrogasilsa     Lauro De Frei Bra","DROGARIA","Compra à vista","R$ 16,99"
"18/07/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 54,96"
"18/07/2024","Brutus Burger          Salvador      Bra","RESTAURANTES","Compra à vista","R$ 59,00"
"17/07/2024","Uber Uber *trip Help.u Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,96"
"17/07/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 24,93"
"14/07/2024","Pag*meusertaoloja      Lencois       Bra","OUTROS","Compra à vista","R$ 59,00"
"14/07/2024","Pag*meusertaoloja      Lencois       Bra","OUTROS","Compra à vista","R$ 55,00"
"10/07/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 49,98"
"10/07/2024","Ponto De Encontro Sal  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 19,90"
"10/07/2024","La Fortuna Cafe        Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 30,00"
"09/07/2024","Ifd*rdp Restaurantes L Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 34,90"
"08/07/2024","Caristo Farma Drogaria Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 19,99"
"08/07/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 28,00"
"08/07/2024","Arc Food Tatuape       Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 115,20"
"08/07/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 9,87"
"07/07/2024","Ifd*dtm Chicken Restau Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 54,90"
"07/07/2024","A G Sorvetes           Guaruja       Bra","SUPERMERCADO","Compra à vista","R$ 21,27"
"07/07/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"06/07/2024","Oca Do Acai            Guaruja       Bra","SUPERMERCADO","Compra à vista","R$ 15,00"
"06/07/2024","Pag*restaurantee       Guaruja       Bra","SUPERMERCADO","Compra à vista","R$ 42,90"
"05/07/2024","Donmarcosrest          Guaruja       Bra","OUTROS","Compra à vista","R$ 35,18"
"05/07/2024","Pag*restaurantee       Guaruja       Bra","SUPERMERCADO","Compra à vista","R$ 42,00"
"05/07/2024","Ponto De Encontro Sal  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 33,00"
"04/07/2024","Cinemark Boulevard Tat Sao Paulo     Bra","CULTURA","Compra à vista","R$ 41,00"
"04/07/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 20,24"
"03/07/2024","Ifd*gomes Sanchez Hamb Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 80,30"
"03/07/2024","Amazonprimebr          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 19,90"
"03/07/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 14,98"
"03/07/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 3.282,35"
"02/07/2024","Google Wm Max Llc      Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/07/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 46,87"
"02/07/2024","Pag*antoniocarlosjose  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 18,00"
"02/07/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"01/07/2024","Ifd*rdp Restaurantes L Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 104,80"
"01/07/2024","Ifd*manu Bella Pizzas  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 106,80"
"01/07/2024","Ingresso.com           Rio De Janeir Bra","CULTURA","Compra à vista","R$ 44,80"
"01/07/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 115,40"
"01/07/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 19,40"
"30/06/2024","Nagairo Pamplona       Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 136,42"
"30/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 31,33"
"29/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"28/06/2024","Amazon Br              Sao Paulo     Bra","VESTUARIO","Compra à vista","R$ 39,00"
"28/06/2024","Pag*barelanches        Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 34,00"
"27/06/2024","Ifd*el Caquito Comida  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 65,80"
"27/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"26/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 13,96"
"26/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,91"
"26/06/2024","Ifd*rdp Restaurantes L Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 44,90"
"26/06/2024","Pag*rhn                Sao Paulo     Bra","CULTURA","Compra à vista","R$ 8,00"
"26/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"25/06/2024","Pag*josealvesnunes     Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 14,70"
"25/06/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 87,83"
"25/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 14,19"
"24/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 30,45"
"24/06/2024","Pag*rhn                Sao Paulo     Bra","CULTURA","Compra à vista","R$ 16,00"
"23/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 10,05"
"23/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 26,15"
"23/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 5,45"
"23/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 16,35"
"23/06/2024","Ifd*dtm Chicken Restau Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 101,80"
"22/06/2024","Amazon Marketplace     Sao Paulo     Bra","VESTUARIO","Compra à vista","R$ 44,82"
"22/06/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 28,90"
"21/06/2024","Claudiolv              Sao Paulo     Bra","OUTROS","Compra à vista","R$ 14,00"
"21/06/2024","Drive Barbearia Tatuap Sao Paulo     Bra","OUTROS","Compra à vista","R$ 50,00"
"21/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 15,33"
"21/06/2024","Cafe E Salg Quero Mais Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 19,40"
"19/06/2024","Pag*ricardogomesde     Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,00"
"19/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,75"
"18/06/2024","Gransommer2 Comercio D Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 52,00"
"17/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 28,23"
"17/06/2024","Acougue                Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 123,95"
"17/06/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 108,46"
"16/06/2024","Ingresso.com           Rio De Janeir Bra","CULTURA","Compra à vista","R$ 64,00"
"16/06/2024","Si Senor Consolacao    Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 145,91"
"16/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 40,55"
"16/06/2024","Cinemark Cidade De Sp  Sao Paulo     Bra","CULTURA","Compra à vista","R$ 46,00"
"15/06/2024","Ifd*sushi Mooca Hb Ltd Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,90"
"15/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"15/06/2024","Pag*nelsondasilva      Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 28,00"
"15/06/2024","Login House Exp        Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 81,66"
"14/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 39,98"
"14/06/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 31,00"
"12/06/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 16,62"
"12/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"12/06/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 35,89"
"11/06/2024","Shopping Metro Expansa Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 42,40"
"11/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 10,89"
"11/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 9,15"
"10/06/2024","Pag*ricardogomesde     Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 14,00"
"10/06/2024","Rhn                    Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,00"
"09/06/2024","Ifd*dtm Chicken Restau Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 54,90"
"08/06/2024","Dia Brasil Lj 94       Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 51,12"
"07/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,33"
"07/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"07/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 5,35"
"07/06/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 39,18"
"07/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,93"
"06/06/2024","Ifd*el Caquito Comida  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 29,90"
"05/06/2024","Pag*rhn                Sao Paulo     Bra","CULTURA","Compra à vista","R$ 14,00"
"05/06/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 6,99"
"05/06/2024","Pagamento De Fatura","OUTROS","Compra à vista","-R$ 3.570,33"
"04/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 15,49"
"04/06/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,97"
"04/06/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 113,74"
"04/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"03/06/2024","Pag*antoniocarlosjose  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 18,00"
"03/06/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 44,02"
"03/06/2024","Acougue                Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 54,31"
"03/06/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 136,10"
"02/06/2024","Google Wm Max Llc      Sao Paulo     Bra","OUTROS","Compra à vista","R$ 34,90"
"02/06/2024","Dinha                  Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 14,00"
"02/06/2024","Dinha                  Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 27,00"
"02/06/2024","Fun Marketing E Evento Campinas      Bra","CULTURA","Compra à vista","R$ 6,50"
"02/06/2024","Amazonprimebr          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 19,90"
"01/06/2024","Jhessilei              Casa Branca   Bra","OUTROS","Compra à vista","R$ 17,00"
"01/06/2024","Andreia Aparecida Fide Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 16,00"
"31/05/2024","Jhessilei              Casa Branca   Bra","OUTROS","Compra à vista","R$ 6,00"
"31/05/2024","Andreia Aparecida Fide Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 14,00"
"31/05/2024","Pag*controledebar      Jaguariuna    Bra","OUTROS","Compra à vista","R$ 14,00"
"31/05/2024","Jhessilei              Casa Branca   Bra","OUTROS","Compra à vista","R$ 8,00"
"31/05/2024","Andreia Aparecida Fide Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 2,00"
"30/05/2024","Pag*ivoneignacioda     Casa Branca   Bra","RESTAURANTES","Compra à vista","R$ 39,00"
"30/05/2024","Rodosnack              Jundiai       076","RESTAURANTES","Compra à vista","R$ 19,90"
"30/05/2024","Farma Rodoviaria       Casa Branca   Bra","DROGARIA","Compra à vista","R$ 21,90"
"30/05/2024","Pag*acaidapaty         Franco Da Roc Bra","SUPERMERCADO","Compra à vista","R$ 10,00"
"30/05/2024","Jhessilei              Casa Branca   Bra","OUTROS","Compra à vista","R$ 23,00"
"30/05/2024","Farma Rodoviaria       Casa Branca   Bra","DROGARIA","Compra à vista","R$ 30,18"
"30/05/2024","Pag*andreiaaparecida   Casa Branca   Bra","SUPERMERCADO","Compra à vista","R$ 24,00"
"29/05/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 28,00"
"28/05/2024","Drive Barbearia Tatuap Sao Paulo     Bra","OUTROS","Compra à vista","R$ 50,00"
"28/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"28/05/2024","Juros De Mora","OUTROS","Compra à vista","R$ 1,40"
"28/05/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 8,13"
"28/05/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 0,32"
"28/05/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,01"
"28/05/2024","Iof Adicional Db Pf","OUTROS","Compra à vista","R$ 3,56"
"28/05/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,15"
"28/05/2024","Iof Diario Db Pf","OUTROS","Compra à vista","R$ 0,35"
"28/05/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,06"
"28/05/2024","Juros De Mora","OUTROS","Compra à vista","R$ 0,61"
"28/05/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 0,70"
"28/05/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 9,02"
"28/05/2024","Encargos Rotativo","OUTROS","Compra à vista","R$ 20,61"
"28/05/2024","Multa Por Atraso","OUTROS","Compra à vista","R$ 63,19"
"27/05/2024","Marcio                 So Paulo      Bra","OUTROS","Compra à vista","R$ 26,00"
"26/05/2024","Extrafarma Shopping Me Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 66,88"
"26/05/2024","Dia Brasil Lj 94       Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 115,17"
"25/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 6,98"
"25/05/2024","Ifd*el Caquito Comida  Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 27,90"
"25/05/2024","Ifd*buteco Do Lucas Lt Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 37,80"
"24/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 25,04"
"23/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 14,98"
"22/05/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 54,97"
"21/05/2024","Mercado Sempre Mais Lt Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 31,58"
"20/05/2024","Pag*rhn                Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,00"
"20/05/2024","Pag*workmeatacougue    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 112,33"
"20/05/2024","Dia Brasil Lj 94       Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 69,79"
"19/05/2024","Ifd*nine Nine Company  Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 49,90"
"19/05/2024","Ifd*dtm Chicken Restau Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 42,90"
"18/05/2024","Ifd*eaiburguer Tatuape Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 53,80"
"18/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 8,55"
"16/05/2024","Vera Lucia Nazario De  Sao Paulo     Bra","OUTROS","Compra à vista","R$ 8,00"
"16/05/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 62,14"
"15/05/2024","Ifd*mario Cesar Santos Sao Paulo     Bra","OUTROS","Compra à vista","R$ 29,90"
"15/05/2024","Pag*rhn                Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 8,00"
"15/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 3,75"
"15/05/2024","Caristo Farma Drogaria Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 118,55"
"14/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 3,65"
"14/05/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 47,18"
"13/05/2024","Hirota Grand Club Tatu Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 25,69"
"12/05/2024","Pag*zig                Sao Paulo     Bra","COMPRAS","Compra à vista","R$ 126,44"
"12/05/2024","Drogasil1080           So Paulo      Bra","DROGARIA","Compra à vista","R$ 8,89"
"12/05/2024","Gato Pingado           Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 29,60"
"11/05/2024","Dougteam Com De Bebida Sao Paulo     Bra","COMPRAS","Compra à vista","R$ 15,00"
"11/05/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 15,37"
"11/05/2024","Ifd*restaurante Arequi Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 35,89"
"11/05/2024","Pag*zig                Sao Paulo     Bra","COMPRAS","Compra à vista","R$ 10,00"
"11/05/2024","Pag*zig                Sao Paulo     Bra","COMPRAS","Compra à vista","R$ 10,00"
"11/05/2024","Braz Leme Point        Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 62,09"
"10/05/2024","Caristo Farma Drogaria Sao Paulo     Bra","DROGARIA","Compra à vista","R$ 14,99"
"10/05/2024","Mercado Sempre Mais    Sao Paulo     Bra","SUPERMERCADO","Compra à vista","R$ 28,72"
"10/05/2024","Morango E Acai         Sao Paulo     Bra","RESTAURANTES","Compra à vista","R$ 29,00"
"09/05/2024","Marcio                 So Paulo      Bra","OUTROS","Compra à vista","R$ 14,00"
"09/05/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 19,97"
"09/05/2024","Uber   *uber   *trip   Sao Paulo     Bra","TRANSPORTE","Compra à vista","R$ 14,98"
"09/05/2024","Editora Vozes          Sao Paulo     Bra","OUTROS","Compra à vista","R$ 42,50"
